comment_id,text,intent,sentiment
gen_00221,min warna army buat hoodie ada?,color_inquiry,neutral
gen_00222,kak warna krem buat jogger tersedia?,color_inquiry,neutral
gen_00223,bang warna abu buat kemeja ready?,color_inquiry,neutral
gen_00224,kak warna coklat buat tshirt ada?,color_inquiry,neutral
gen_00225,min warna navy buat hoodie tersedia?,color_inquiry,neutral
gen_00226,kak warna hijau buat jogger ready?,color_inquiry,neutral
gen_00227,bang warna maroon buat hoodie ada?,color_inquiry,neutral
gen_00228,kak warna cream buat celana tersedia?,color_inquiry,neutral
gen_00229,min warna kuning buat jogger ready?,color_inquiry,neutral
gen_00230,kak warna pink buat hoodie ada?,color_inquiry,neutral
gen_00231,bang warna ungu buat tshirt tersedia?,color_inquiry,neutral
gen_00232,kak warna toska buat celana ready?,color_inquiry,neutral
gen_00233,min warna mustard buat tshirt ada?,color_inquiry,neutral
gen_00234,kak warna dusty buat celana tersedia?,color_inquiry,neutral
gen_00235,bang warna sage buat tshirt ready?,color_inquiry,neutral
gen_00236,kak warna merah buat hoodie ada?,color_inquiry,neutral
gen_00237,min warna biru buat tshirt tersedia?,color_inquiry,neutral
gen_00238,kak warna item buat jogger ready?,color_inquiry,neutral
gen_00239,bang warna putih buat tshirt ada?,color_inquiry,neutral
gen_00240,kak warna army buat celana tersedia?,color_inquiry,neutral
gen_00241,min warna krem buat hoodie ready?,color_inquiry,negative
gen_00242,kak warna abu buat jogger ada?,color_inquiry,neutral
gen_00243,bang warna coklat buat celana tersedia?,color_inquiry,neutral
gen_00244,kak warna navy buat kemeja ready?,color_inquiry,neutral
gen_00245,min warna hijau buat sweater ada?,color_inquiry,neutral
gen_00246,kak warna maroon buat tshirt tersedia?,color_inquiry,neutral
gen_00247,bang warna cream buat hoodie ready?,color_inquiry,neutral
gen_00248,kak warna kuning buat celana ada?,color_inquiry,neutral
gen_00249,min warna pink buat jogger tersedia?,color_inquiry,neutral
gen_00250,kak warna ungu buat sweater ada?,color_inquiry,neutral
gen_00251,bang warna toska buat jogger ready?,color_inquiry,neutral
gen_00252,kak warna mustard buat celana ada?,color_inquiry,neutral
gen_00253,min warna dusty buat sweater tersedia?,color_inquiry,neutral
gen_00254,kak warna sage buat celana ready?,color_inquiry,neutral
gen_00255,bang warna merah buat kemeja ada?,color_inquiry,neutral
gen_00256,kak warna biru buat celana tersedia?,color_inquiry,neutral
gen_00257,min warna item buat tshirt ready?,color_inquiry,neutral
gen_00258,kak warna putih buat sweater ada?,color_inquiry,positive
gen_00259,bang warna army buat sweater tersedia?,color_inquiry,neutral
gen_00260,kak warna krem buat tshirt ready?,color_inquiry,neutral
gen_00261,min warna abu buat celana ada?,color_inquiry,neutral
gen_00262,kak warna coklat buat sweater tersedia?,color_inquiry,neutral
gen_00263,bang warna navy buat celana ready?,color_inquiry,neutral
gen_00264,kak warna hijau buat kemeja ada?,color_inquiry,neutral
gen_00265,min warna maroon buat jogger tersedia?,color_inquiry,neutral
gen_00266,kak warna cream buat sweater ready?,color_inquiry,neutral
gen_00267,﻿kak warna yang item masih ready ga min?,color_inquiry,neutral
gen_00268,bang admin warna navy ada nggak?,color_inquiry,neutral
gen_00269,min warna abu abu ready gak sih kak?,color_inquiry,neutral
gen_00270,kak warna coklat ada ga bang?,color_inquiry,positive
gen_00271,bang warna putih stok masih ada min?,color_inquiry,neutral
gen_00272,kak warna army ready nggak min?,color_inquiry,neutral
gen_00273,min warna hijau ada ga kak?,color_inquiry,neutral
gen_00274,kak warna krem ready gak bang?,color_inquiry,neutral
gen_00275,bang warna cream masih ready min?,color_inquiry,neutral
gen_00276,kak warna pink ada nggak kak?,color_inquiry,neutral
gen_00277,min warna ungu ready ga bang?,color_inquiry,neutral
gen_00278,kak warna kuning ada gak min?,color_inquiry,neutral
gen_00279,bang warna merah maroon ready nggak kak?,color_inquiry,neutral
gen_00280,kak warna hitam stok ada ga min?,color_inquiry,neutral
gen_00281,min warna navy ready gak bang?,color_inquiry,neutral
gen_00282,kak warna biru ada ga bang?,color_inquiry,neutral
gen_00283,bang warna abu masih ready nggak min?,color_inquiry,neutral
gen_00284,kak warna coklat muda ada gak min?,color_inquiry,neutral
gen_00285,min warna item ready ga kak?,color_inquiry,neutral
gen_00286,kak warna putih ready nggak bang?,color_inquiry,neutral
gen_00287,bang warna army ada nggak min?,color_inquiry,neutral
gen_00288,kak warna hijau muda ready gak bang?,color_inquiry,neutral
gen_00289,min warna krem masih ada ga min?,color_inquiry,negative
gen_00290,kak warna cream ready nggak kak?,color_inquiry,neutral
gen_00291,bang warna pink ada gak bang?,color_inquiry,neutral
gen_00292,kak warna ungu ready ga min?,color_inquiry,neutral
gen_00293,min warna kuning ready gak kak?,color_inquiry,neutral
gen_00294,kak warna merah ada nggak min?,color_inquiry,neutral
gen_00295,bang warna hitam ready ga bang?,color_inquiry,negative
gen_00296,kak warna navy masih ada gak min?,color_inquiry,neutral
gen_00297,min warna biru ready nggak kak?,color_inquiry,neutral
gen_00298,kak warna abu ada ga bang?,color_inquiry,neutral
gen_00299,bang warna coklat ready gak min?,color_inquiry,neutral
gen_00300,kak warna item masih ready nggak kak?,color_inquiry,neutral
gen_00301,min warna putih ada gak bang?,color_inquiry,neutral
gen_00302,kak warna army ready ga min?,color_inquiry,neutral
gen_00303,bang warna hijau ready nggak kak?,color_inquiry,neutral
gen_00304,kak warna krem ada ga min?,color_inquiry,neutral
gen_00305,min warna cream ready gak bang?,color_inquiry,neutral
gen_00306,kak warna pink ready nggak min?,color_inquiry,neutral
gen_00307,bang warna ungu masih ada gak kak?,color_inquiry,neutral
gen_00308,kak warna kuning ready ga bang?,color_inquiry,neutral
gen_00309,min warna merah ready gak min?,color_inquiry,neutral
gen_00310,kak warna hitam ready nggak bang?,color_inquiry,neutral
gen_00311,bang warna navy ready ga kak?,color_inquiry,neutral
gen_00312,kak warna biru ready gak min?,color_inquiry,neutral
gen_00313,min warna abu ready nggak kak?,color_inquiry,neutral
gen_00314,kak warna coklat ready ga bang?,color_inquiry,neutral
gen_00315,bang warna item ada gak min?,color_inquiry,neutral
gen_00316,kak warna putih ready ga kak?,color_inquiry,neutral
gen_00317,min warna army ready nggak bang?,color_inquiry,neutral
gen_00318,kak warna hijau ready ga min?,color_inquiry,neutral
gen_00319,bang warna krem ready gak kak?,color_inquiry,neutral
gen_00320,kak warna cream ada nggak min?,color_inquiry,neutral
gen_00321,min warna pink ready ga bang?,color_inquiry,neutral
gen_00322,kak warna ungu ready nggak min?,color_inquiry,neutral
gen_00323,bang warna kuning ready ga kak?,color_inquiry,neutral
gen_00324,kak warna merah ada gak min?,color_inquiry,neutral
gen_00325,min warna hitam ready nggak bang?,color_inquiry,neutral
gen_00326,kak warna navy ready ga min?,color_inquiry,neutral
gen_00327,bang warna biru ada nggak kak?,color_inquiry,neutral
gen_00328,kak warna abu ready ga bang?,color_inquiry,neutral
gen_00329,min warna coklat ready nggak kak?,color_inquiry,neutral
gen_00330,kak warna item ready ga min?,color_inquiry,neutral
gen_00331,bang warna putih ready gak bang?,color_inquiry,neutral
gen_00332,kak warna army ada nggak min?,color_inquiry,neutral
gen_00333,min warna hijau ready ga bang?,color_inquiry,neutral
gen_00334,kak warna krem ready nggak min?,color_inquiry,neutral
gen_00335,bang warna cream ready ga kak?,color_inquiry,neutral
gen_00336,kak warna pink ada gak min?,color_inquiry,neutral
gen_00337,min warna ungu ready nggak bang?,color_inquiry,neutral
gen_00338,kak warna kuning ready ga min?,color_inquiry,neutral
gen_00339,bang warna merah ready gak kak?,color_inquiry,neutral
gen_00340,kak warna hitam ada nggak min?,color_inquiry,neutral
gen_00341,min warna navy ready ga bang?,color_inquiry,neutral
gen_00342,kak warna biru ready nggak min?,color_inquiry,neutral
gen_00343,bang warna abu ready gak kak?,color_inquiry,neutral
gen_00344,min warna item ready nggak min?,color_inquiry,neutral
gen_00345,kak warna putih ready gak bang?,color_inquiry,neutral
gen_00346,bang warna army ready ga min?,color_inquiry,neutral
gen_00347,kak warna hijau ready nggak min?,color_inquiry,neutral
gen_00348,min warna krem ready gak bang?,color_inquiry,neutral
gen_00349,kak warna cream ready ga min?,color_inquiry,negative
gen_00350,bang warna pink ready nggak kak?,color_inquiry,neutral
gen_00351,kak warna ungu ready gak min?,color_inquiry,neutral
gen_00352,min warna kuning ready nggak bang?,color_inquiry,neutral
gen_00353,kak warna merah ready gak min?,color_inquiry,neutral
gen_00354,bang warna hitam ready nggak min?,color_inquiry,neutral
gen_00355,kak warna navy ready gak bang?,color_inquiry,neutral
gen_00356,min warna biru ready nggak min?,color_inquiry,neutral
gen_00357,kak warna abu ready gak kak?,color_inquiry,neutral
gen_00358,bang warna coklat ready nggak min?,color_inquiry,neutral
gen_00359,kak warna item ready gak bang?,color_inquiry,neutral
gen_00360,min warna putih ready nggak min?,color_inquiry,positive
gen_00361,kak warna army ready gak kak?,color_inquiry,neutral
gen_00362,bang warna hijau ready nggak min?,color_inquiry,neutral
gen_00363,min warna cream ready nggak kak?,color_inquiry,neutral
gen_00364,kak warna pink ready gak min?,color_inquiry,neutral
gen_00365,bang warna ungu ready nggak min?,color_inquiry,neutral
gen_00366,kak warna kuning ready gak bang?,color_inquiry,neutral
gen_00367,min warna merah ready nggak kak?,color_inquiry,neutral
gen_00368,kak warna hitam ready gak min?,color_inquiry,neutral
gen_00369,bang warna navy ready nggak min?,color_inquiry,neutral
gen_00370,kak warna biru ready gak bang?,color_inquiry,neutral
gen_00371,kak warna coklat ready gak min?,color_inquiry,neutral
gen_00372,bang warna item ready nggak kak?,color_inquiry,neutral
gen_00373,min warna army ready nggak min?,color_inquiry,neutral
gen_00374,kak warna hijau ready gak kak?,color_inquiry,neutral
gen_00375,bang warna krem ready nggak min?,color_inquiry,neutral
gen_00376,kak warna cream ready gak bang?,color_inquiry,neutral
gen_00377,min warna pink ready nggak min?,color_inquiry,neutral
gen_00378,kak warna ungu ready gak kak?,color_inquiry,neutral
gen_00379,bang warna kuning ready nggak min?,color_inquiry,positive
gen_00380,kak warna merah ready gak bang?,color_inquiry,neutral
gen_00381,min warna hitam ready nggak kak?,color_inquiry,neutral
gen_00382,kak warna navy ready gak min?,color_inquiry,neutral
gen_00383,bang warna biru ready nggak min?,color_inquiry,neutral
gen_00384,kak warna abu ready gak bang?,color_inquiry,neutral
gen_00385,kak warna item ready gak min?,color_inquiry,neutral
gen_00386,bang warna putih ready nggak kak?,color_inquiry,neutral
gen_00387,kak warna army ready gak bang?,color_inquiry,neutral
gen_00388,﻿kak yang warna navy itu ready ga?,color_inquiry,neutral
gen_00389,kalo warna item ada gak min?,color_inquiry,neutral
gen_00390,warna putihnya masih ada gak bang?,color_inquiry,neutral
gen_00391,ada yang warna krem nggak min?,color_inquiry,neutral
gen_00392,stok warna coklat gimana kak?,color_inquiry,neutral
gen_00393,untuk warna army ada ga min?,color_inquiry,neutral
gen_00394,warna apa aja sih yang ready?,color_inquiry,neutral
gen_00395,kak warna hitamnya ready atau abis?,color_inquiry,negative
gen_00396,min item polos masih ready gak?,color_inquiry,neutral
gen_00397,bang kalo navy ada gak?,color_inquiry,neutral
gen_00398,kak abu abu nya ready ga?,color_inquiry,neutral
gen_00399,min warna cream stoknya ada?,color_inquiry,neutral
gen_00400,kak coklatnya masih ada gak?,color_inquiry,neutral
gen_00401,bang yang item ready kah?,color_inquiry,neutral
gen_00402,kak warna hijau army nya ada?,color_inquiry,neutral
gen_00403,min putihnya ready gak?,color_inquiry,neutral
gen_00404,kak krem masih ready nggak?,color_inquiry,neutral
gen_00405,bang warna biru navy ready kah?,color_inquiry,neutral
gen_00406,kak yang abu abu itu ready?,color_inquiry,neutral
gen_00407,min army masih ada gak?,color_inquiry,neutral
gen_00408,kak item ready atau udah abis?,color_inquiry,neutral
gen_00409,bang warna coklatnya ready nggak?,color_inquiry,neutral
gen_00410,kak navy ada gak yang ukuran l?,color_inquiry,neutral
gen_00411,min putih ready gak ukuran m?,color_inquiry,positive
gen_00412,kak krem ada nggak ukuran s?,color_inquiry,neutral
gen_00413,bang army ready kah ukuran xl?,color_inquiry,neutral
gen_00414,kak hijau army ada gak ukuran l?,color_inquiry,neutral
gen_00415,min item masih ready ukuran m?,color_inquiry,neutral
gen_00416,kak abu abu ready nggak ukuran l?,color_inquiry,neutral
gen_00417,bang navy ready kah ukuran m?,color_inquiry,neutral
gen_00418,kak coklat ada ukuran l gak?,color_inquiry,neutral
gen_00419,min cream ready ukuran s nggak?,color_inquiry,neutral
gen_00420,kak warna biru ada yang l gak?,color_inquiry,neutral
gen_00421,bang item ready gak yang m?,color_inquiry,neutral
gen_00422,kak putih ready kah ukuran l?,color_inquiry,neutral
gen_00423,min navy masih ada ukuran s?,color_inquiry,neutral
gen_00424,kak army ready nggak ukuran m?,color_inquiry,neutral
gen_00425,bang krem ada gak ukuran l?,color_inquiry,neutral
gen_00426,kak hijau ready kah ukuran s?,color_inquiry,neutral
gen_00427,min item ada ukuran xl gak?,color_inquiry,neutral
gen_00428,kak abu abu ready gak ukuran s?,color_inquiry,neutral
gen_00429,bang coklat ready kah ukuran l?,color_inquiry,neutral
gen_00430,kak navy ready nggak ukuran l?,color_inquiry,neutral
gen_00431,min putih ready gak yang l?,color_inquiry,neutral
gen_00432,kak krem ready kah ukuran m?,color_inquiry,neutral
gen_00433,bang army ada gak ukuran s?,color_inquiry,neutral
gen_00434,kak item ready nggak ukuran s?,color_inquiry,neutral
gen_00435,min abu abu ready kah ukuran m?,color_inquiry,neutral
gen_00436,kak coklat ready gak ukuran s?,color_inquiry,neutral
gen_00437,bang navy ready kah ukuran xl?,color_inquiry,neutral
gen_00438,kak putih ada gak ukuran s?,color_inquiry,neutral
gen_00439,min army ready nggak ukuran l?,color_inquiry,neutral
gen_00440,kak krem ready kah ukuran l?,color_inquiry,neutral
gen_00441,bang hijau ready gak ukuran m?,color_inquiry,neutral
gen_00442,kak item ready kah ukuran l?,color_inquiry,neutral
gen_00443,min abu abu ada gak ukuran l?,color_inquiry,neutral
gen_00444,kak navy ready nggak ukuran m?,color_inquiry,neutral
gen_00445,bang coklat ready kah ukuran m?,color_inquiry,neutral
gen_00446,kak putih ready gak ukuran m?,color_inquiry,neutral
gen_00447,min army ready kah ukuran m?,color_inquiry,neutral
gen_00448,bang item ready kah ukuran m?,color_inquiry,neutral
gen_00449,kak abu abu ready kah ukuran l?,color_inquiry,neutral
gen_00450,min coklat ready gak ukuran l?,color_inquiry,neutral
gen_00451,kak navy ready kah ukuran s?,color_inquiry,neutral
gen_00452,bang putih ready nggak ukuran l?,color_inquiry,neutral
gen_00453,kak army ready gak ukuran l?,color_inquiry,neutral
gen_00454,min krem ready kah ukuran m?,color_inquiry,neutral
gen_00455,kak item ada ukuran m gak?,color_inquiry,neutral
gen_00456,bang abu abu ready kah ukuran m?,color_inquiry,neutral
gen_00457,kak coklat ready kah ukuran l?,color_inquiry,neutral
gen_00458,min navy ready gak ukuran l?,color_inquiry,neutral
gen_00459,kak putih ready kah ukuran s?,color_inquiry,neutral
gen_00460,bang army ready kah ukuran l?,color_inquiry,neutral
gen_00461,kak krem ready gak ukuran l?,color_inquiry,neutral
gen_00462,min item ready kah ukuran l?,color_inquiry,neutral
gen_00463,kak abu abu ready kah ukuran s?,color_inquiry,neutral
gen_00464,bang coklat ready nggak ukuran m?,color_inquiry,negative
gen_00465,kak navy ready kah ukuran m?,color_inquiry,neutral
gen_00466,min putih ready kah ukuran l?,color_inquiry,neutral
gen_00467,bang krem ready kah ukuran s?,color_inquiry,neutral
gen_00468,kak item ready gak ukuran l?,color_inquiry,neutral
gen_00469,min abu abu ready kah ukuran l?,color_inquiry,neutral
gen_00470,kak coklat ready kah ukuran s?,color_inquiry,neutral
gen_00471,bang navy ready gak ukuran l?,color_inquiry,neutral
gen_00472,kak putih ready nggak ukuran m?,color_inquiry,neutral
gen_00473,min army ready kah ukuran l?,color_inquiry,neutral
gen_00474,bang item ready nggak ukuran m?,color_inquiry,neutral
gen_00475,kak abu abu ready kah ukuran m?,color_inquiry,neutral
gen_00476,min coklat ready gak ukuran s?,color_inquiry,neutral
gen_00477,kak navy ready kah ukuran l?,color_inquiry,neutral
gen_00478,bang putih ready gak ukuran s?,color_inquiry,neutral
gen_00479,kak army ready kah ukuran s?,color_inquiry,neutral
gen_00480,min krem ready nggak ukuran l?,color_inquiry,positive
gen_00481,kak item ready kah ukuran xl?,color_inquiry,neutral
gen_00482,bang abu abu ready kah ukuran l?,color_inquiry,neutral
gen_00483,kak coklat ready kah ukuran m?,color_inquiry,neutral
gen_00484,min navy ready kah ukuran s?,color_inquiry,neutral
gen_00485,kak putih ready kah ukuran m?,color_inquiry,neutral
gen_00486,bang army ready nggak ukuran s?,color_inquiry,neutral
gen_00487,kak krem ready kah ukuran xl?,color_inquiry,neutral
gen_00488,min item ready gak ukuran s?,color_inquiry,neutral
gen_00489,kak abu abu ready kah ukuran xl?,color_inquiry,neutral
gen_00490,kak navy ready nggak ukuran xl?,color_inquiry,neutral
gen_00491,min putih ready kah ukuran xl?,color_inquiry,neutral
gen_00492,kak army ready kah ukuran l?,color_inquiry,neutral
gen_00493,bang krem ready gak ukuran m?,color_inquiry,neutral
gen_00494,kak item ready kah ukuran s?,color_inquiry,neutral
gen_00495,min abu abu ready kah ukuran s?,color_inquiry,neutral
gen_00496,kak coklat ready nggak ukuran l?,color_inquiry,neutral
gen_00497,kak krem ready kah ukuran s?,color_inquiry,neutral
gen_00498,bang item ready kah ukuran l?,color_inquiry,neutral
gen_00499,min coklat ready kah ukuran xl?,color_inquiry,neutral
gen_00500,bang putih ready kah ukuran m?,color_inquiry,negative
gen_00501,kak army ready kah ukuran m?,color_inquiry,neutral
gen_00502,min krem ready kah ukuran l?,color_inquiry,positive
gen_00503,kak item ready nggak ukuran m?,color_inquiry,neutral
gen_00504,kak krem ready nggak ukuran m?,color_inquiry,neutral
gen_00505,min putih ready kah ukuran m?,color_inquiry,neutral
gen_00506,kak army ready nggak ukuran l?,color_inquiry,neutral
gen_00507,kak item ready kah ukuran m?,color_inquiry,neutral
gen_00508,kak coklat ready gak ukuran m?,color_inquiry,neutral
gen_00509,bang navy ready kah ukuran l?,color_inquiry,neutral
gen_00510,min army ready kah ukuran s?,color_inquiry,neutral
gen_00511,kak abu abu ready nggak ukuran m?,color_inquiry,neutral
gen_00512,﻿kak kalo item dan navy mending yang mana ya?,color_inquiry,neutral
gen_00513,bang warna abu2 sama coklat mana yang ready?,color_inquiry,neutral
gen_00514,"min item, putih, army pilih mana kak?",color_inquiry,neutral
gen_00515,kak yang paling laku warna apa nih?,color_inquiry,neutral
gen_00516,bang warna apa yang paling banyak dibeli?,color_inquiry,neutral
gen_00517,min untuk cewe biasanya pilih warna apa?,color_inquiry,neutral
gen_00518,kak warna item cocok ga buat acara resmi?,color_inquiry,neutral
gen_00519,bang warna navy buat kerja cocok ga min?,color_inquiry,neutral
gen_00520,kak warna abu abu gampang kotor ga bang?,color_inquiry,neutral
gen_00521,min warna putih buat anak kecil cocok ga?,color_inquiry,neutral
gen_00522,kak warna krem buat kulit sawo matang oke ga?,color_inquiry,neutral
gen_00523,bang warna coklat buat ke kondangan cocok?,color_inquiry,neutral
gen_00524,kak warna army lagi tren ga min?,color_inquiry,neutral
gen_00525,min warna mustard buat cowo cocok ga?,color_inquiry,neutral
gen_00526,kak warna pink buat pria aneh ga bang?,color_inquiry,neutral
gen_00527,bang warna ungu buat kaos oke ga?,color_inquiry,neutral
gen_00528,kak warna hijau sage buat cewe cocok ga?,color_inquiry,neutral
gen_00529,min warna merah maroon buat umur 30 cocok ga?,color_inquiry,neutral
gen_00530,kak warna kuning buat dipakai ngantor gimana?,color_inquiry,neutral
gen_00531,bang warna cream buat kuliah cocok ga min?,color_inquiry,neutral
gen_00532,kak warna toska buat kemeja cocok ga?,color_inquiry,neutral
gen_00533,min warna dusty pink buat hoodie cocok ga?,color_inquiry,neutral
gen_00534,"kak warna item item aja bosen, ada warna lain?",color_inquiry,neutral
gen_00535,bang warna biru tua sama navy bedanya apa?,color_inquiry,neutral
gen_00536,kak warna putih ready yang polos ga?,color_inquiry,neutral
gen_00537,min warna coklat tua ada gak?,color_inquiry,neutral
gen_00538,kak warna abu abu muda ready gak?,color_inquiry,neutral
gen_00539,bang warna hitam doff ada nggak?,color_inquiry,neutral
gen_00540,kak warna hijau army matte ready?,color_inquiry,neutral
gen_00541,min warna cream polos masih ada?,color_inquiry,neutral
gen_00542,kak warna item mengkilap ada gak?,color_inquiry,neutral
gen_00543,bang warna navy biru gelap ready?,color_inquiry,neutral
gen_00544,kak warna coklat muda creamy ada?,color_inquiry,neutral
gen_00545,min warna abu gelap ready gak?,color_inquiry,neutral
gen_00546,kak warna putih bersih masih ready?,color_inquiry,neutral
gen_00547,bang warna krem kecoklatan ada?,color_inquiry,neutral
gen_00548,kak warna army ijo lumut ready?,color_inquiry,neutral
gen_00549,min warna mustard kekuningan ada?,color_inquiry,neutral
gen_00550,kak warna pink pastel ready gak?,color_inquiry,neutral
gen_00551,bang warna ungu tua masih ada?,color_inquiry,neutral
gen_00552,kak warna hijau muda segar ready?,color_inquiry,negative
gen_00553,min warna merah menyala ada gak?,color_inquiry,neutral
gen_00554,kak warna biru cerah ready nggak?,color_inquiry,neutral
gen_00555,bang warna kuning cerah masih ready?,color_inquiry,neutral
gen_00556,kak warna cream lembut ready gak?,color_inquiry,neutral
gen_00557,min warna item pekat ada nggak?,color_inquiry,positive
gen_00558,kak warna putih gading ready?,color_inquiry,neutral
gen_00559,bang warna coklat susu masih ada?,color_inquiry,neutral
gen_00560,kak warna abu biru ready gak?,color_inquiry,neutral
gen_00561,min warna navy tua pekat ada?,color_inquiry,neutral
gen_00562,kak warna hijau daun ready nggak?,color_inquiry,neutral
gen_00563,bang warna krem gading masih ready?,color_inquiry,neutral
gen_00564,kak warna pink blush ready gak?,color_inquiry,neutral
gen_00565,min warna ungu lavender ada nggak?,color_inquiry,neutral
gen_00566,kak warna mustard senada ready?,color_inquiry,neutral
gen_00567,bang warna sage hijau abu ready?,color_inquiry,neutral
gen_00568,kak warna toska biru hijau ada gak?,color_inquiry,neutral
gen_00569,min warna dusty rose ready nggak?,color_inquiry,neutral
gen_00570,kak warna maroon kecoklatan ada?,color_inquiry,neutral
gen_00571,bang warna cream gading masih ready?,color_inquiry,neutral
gen_00572,kak warna item biru kehitaman ready?,color_inquiry,neutral
gen_00573,min warna navy abu biru ada?,color_inquiry,neutral
gen_00574,kak warna coklat karamel ready gak?,color_inquiry,neutral
gen_00575,bang warna army kehijauan masih ada?,color_inquiry,neutral
gen_00576,kak warna hijau rumput ready?,color_inquiry,neutral
gen_00577,min warna kuning mustard ada gak?,color_inquiry,neutral
gen_00578,kak warna merah bata ready nggak?,color_inquiry,negative
gen_00579,bang warna biru langit masih ready?,color_inquiry,neutral
gen_00580,kak warna ungu anggur ada?,color_inquiry,neutral
gen_00581,min warna pink salmon ready gak?,color_inquiry,neutral
gen_00582,kak warna cream krem muda ready?,color_inquiry,neutral
gen_00583,bang warna item arang masih ada?,color_inquiry,positive
gen_00584,kak warna putih tulang ready?,color_inquiry,neutral
gen_00585,min warna coklat coklat kayu ada?,color_inquiry,neutral
gen_00586,kak warna abu arang ready nggak?,color_inquiry,neutral
gen_00587,bang warna navy biru malam masih ready?,color_inquiry,neutral
gen_00588,kak warna hijau botol ready?,color_inquiry,neutral
gen_00589,min warna mustard senada ready gak?,color_inquiry,neutral
gen_00590,kak warna sage muda masih ada?,color_inquiry,neutral
gen_00591,bang warna toska tua ready?,color_inquiry,neutral
gen_00592,kak warna dusty lilac ada nggak?,color_inquiry,neutral
gen_00593,min warna maroon gelap ready?,color_inquiry,neutral
gen_00594,kak warna cream susu masih ready?,color_inquiry,neutral
gen_00595,bang warna item pekat mengkilap ada?,color_inquiry,neutral
gen_00596,kak warna putih susu ready gak?,color_inquiry,neutral
gen_00597,min warna coklat mocha ada?,color_inquiry,neutral
gen_00598,kak warna abu kebiruan ready?,color_inquiry,neutral
gen_00599,bang warna navy keunguan masih ada?,color_inquiry,neutral
gen_00600,kak warna hijau lumut ready gak?,color_inquiry,neutral
gen_00601,min warna kuning cerah muda ada?,color_inquiry,neutral
gen_00602,kak warna merah cherry ready?,color_inquiry,negative
gen_00603,bang warna biru cobalt masih ready?,color_inquiry,neutral
gen_00604,kak warna ungu plum ada gak?,color_inquiry,neutral
gen_00605,min warna pink cerah ready?,color_inquiry,neutral
gen_00606,kak warna cream kekuningan masih ada?,color_inquiry,neutral
gen_00607,bang warna item glossy ready?,color_inquiry,neutral
gen_00608,kak warna putih bersih polos ada?,color_inquiry,neutral
gen_00609,min warna coklat hazel ready gak?,color_inquiry,neutral
gen_00610,kak warna abu kehijauan ada?,color_inquiry,neutral
gen_00611,bang warna navy pekat ready?,color_inquiry,neutral
gen_00612,kak warna hijau muda mint masih ready?,color_inquiry,neutral
gen_00613,min warna mustard tua ada?,color_inquiry,neutral
gen_00614,kak warna sage kehijauan ready gak?,color_inquiry,neutral
gen_00615,bang warna toska pastel masih ada?,color_inquiry,neutral
gen_00616,kak warna dusty pink muda ready?,color_inquiry,neutral
gen_00617,min warna maroon kehitaman ada?,color_inquiry,neutral
gen_00618,kak warna cream lembut polos ready?,color_inquiry,neutral
gen_00619,bang warna item matte masih ready?,color_inquiry,neutral
gen_00620,kak warna putih boneka ada?,color_inquiry,neutral
gen_00621,min warna coklat walnut ready gak?,color_inquiry,positive
gen_00622,kak warna abu gelap pekat ada?,color_inquiry,neutral
gen_00623,bang warna navy tua gelap ready?,color_inquiry,neutral
gen_00624,kak warna hijau gelap masih ready?,color_inquiry,neutral
gen_00625,min warna kuning pucat ada?,color_inquiry,neutral
gen_00626,kak warna merah tua ready?,color_inquiry,neutral
gen_00627,bang warna biru gelap masih ada?,color_inquiry,neutral
gen_00628,kak warna ungu muda ready gak?,color_inquiry,neutral
gen_00629,min warna pink muda lembut ada?,color_inquiry,neutral
gen_00630,kak warna cream polos ready?,color_inquiry,neutral
gen_00631,bang warna item metalik masih ready?,color_inquiry,neutral
gen_00632,kak warna putih polos ready gak?,color_inquiry,neutral
gen_00633,min warna coklat muda krem ada?,color_inquiry,neutral
gen_00634,kak warna abu muda polos ready?,color_inquiry,neutral
gen_00635,bang warna navy polos masih ada?,color_inquiry,neutral
gen_00636,kak warna hijau polos ready?,color_inquiry,neutral
gen_00637,min warna mustard polos ada gak?,color_inquiry,neutral
gen_00638,kak warna sage polos ready?,color_inquiry,neutral
gen_00639,bang warna toska polos masih ready?,color_inquiry,neutral
gen_00640,kak warna dusty polos ada?,color_inquiry,neutral
gen_00641,min warna maroon polos ready?,color_inquiry,neutral
gen_00642,kak warna cream polos ready gak?,color_inquiry,positive
gen_00643,bang warna item polos masih ready?,color_inquiry,neutral
gen_00644,kak warna putih polos ada?,color_inquiry,neutral
gen_00645,min warna coklat polos ready?,color_inquiry,neutral
gen_00646,kak warna abu polos masih ready?,color_inquiry,neutral
gen_00647,bang warna navy polos ready gak?,color_inquiry,neutral
gen_00648,kak warna hijau polos ada nggak?,color_inquiry,neutral
gen_00649,min warna kuning polos ready?,color_inquiry,neutral
gen_00650,kak warna merah polos masih ada?,color_inquiry,neutral
gen_00651,bang warna biru polos ready?,color_inquiry,neutral
gen_00652,kak warna ungu polos ada?,color_inquiry,neutral
gen_00653,min warna pink polos ready gak?,color_inquiry,neutral
gen_00654,kak warna cream polos ada nggak?,color_inquiry,neutral
gen_00655,bang warna item polos ready?,color_inquiry,neutral
gen_00656,min warna coklat polos ada?,color_inquiry,neutral
gen_00657,kak warna abu polos ready nggak?,color_inquiry,neutral
gen_00658,﻿kak warna item abis kah?,color_inquiry,neutral
gen_00659,bang putih ready nggak hari ini?,color_inquiry,neutral
